distance_to_player,boss_health_pct,player_health_pct,is_phase2,can_use_laser,time_since_last_attack,action
3.21,0.500,0.300,1,0,104.14,Idle
1.64,0.500,0.300,1,0,104.37,Attack
3.79,0.500,0.300,1,0,104.99,Idle
1.56,0.500,0.300,1,0,105.81,Attack
3.79,0.500,0.300,1,0,106.43,Idle
2.93,0.500,0.300,1,0,106.63,Laser
5.09,0.500,0.300,1,0,107.69,Idle
1.72,0.500,0.300,1,0,109.01,Attack
3.31,0.500,0.300,1,0,109.64,Idle
1.69,0.500,0.300,1,0,109.89,Attack
5.19,0.500,0.300,1,0,110.52,Idle
1.70,0.500,0.300,1,0,111.38,Laser
